"playerID","mlbam_id","yearID","stint","teamID","lgID","W","L","G","GS","CG","SHO","SV","IPouts","H","ER","HR","BB","SO","BAOpp","ERA","IBB","WP","HBP","BK","BFP","GF","R","SH","SF","GIDP","FIP"
"whiteal01",502229,2011,2,"COL","NL",2,4,7,7,0,0,0,109,48,34,12,16,24,0.324,8.42,1,5,4,0,171,0,35,1,2,NA,7.64885321100917
"whiteal01",502229,2012,1,"COL","NL",2,9,23,20,0,0,0,294,114,60,13,51,64,0.288,5.51,9,6,5,0,459,0,66,5,2,NA,5.22765306122449
"adcocna01",502264,2014,1,"TEX","AL",0,0,7,0,0,0,0,30,11,5,2,5,9,0.289,4.5,0,1,2,0,45,2,5,0,0,3,6.032
"adcocna01",502264,2015,1,"CIN","NL",1,2,13,0,0,0,0,54,15,12,3,12,13,0.221,6,0,1,1,0,83,4,12,1,1,NA,6.02288888888889
"barreaa01",502578,2014,1,"WAS","NL",3,0,50,0,0,0,0,122,33,12,1,20,49,0.22,2.66,2,6,1,1,174,12,17,1,2,4,2.59101639344262
"barreaa01",502578,2015,1,"WAS","NL",3,3,40,0,0,0,0,88,28,15,1,7,35,0.248,4.6,0,1,3,0,123,8,15,0,0,NA,2.21354545454545
"darviyu01",506433,2013,1,"TEX","AL",13,9,32,32,0,0,0,629,145,66,26,80,277,0.194,2.83,1,7,8,1,841,0,68,0,5,NA,3.27693481717011
"darviyu01",506433,2014,1,"TEX","AL",10,7,22,22,2,1,0,433,133,49,13,49,182,0.241,3.06,1,14,2,1,605,0,54,1,2,7,2.84100692840647
"brasiry01",518489,2013,1,"LAA","AL",0,0,7,0,0,0,0,27,7,2,1,4,7,0.233,2,0,0,0,0,35,7,2,0,1,NA,4.27022222222222
"duffyda01",518633,2011,1,"KCA","AL",4,8,20,20,0,0,0,316,119,66,15,51,87,0.287,5.64,1,4,5,1,474,0,66,2,2,NA,4.81930379746835
"duffyda01",518633,2012,1,"KCA","AL",2,2,6,6,0,0,0,83,26,12,2,18,28,0.252,3.9,1,0,0,1,121,0,13,0,0,NA,3.96246987951807
